Date Added,category,sellerlink,sellerlink-url,sellerstorefront-url,sellerproductcount,sellerratings,sellerdetails,seller business name,businessaddress,Count of seller brands,Max % of negative seller ratings - last 30 days,Max % of negative seller ratings - last 90 days,Max % of negative seller ratings - last 12 months,Hero Product 1 #ratings,Hero Product 2 #ratings,Sample brand name,Sample Brand URL
15-Nov-20,Garden,Seller 152,Seller 152-link,Seller 152-storefrontlink,1-16 of 35 results,93% positive in the last 12 months (43 ratings),knappwulf is committed to providing each customer with the highest standard of customer service.,Business Name:KnappWulf GmbH,Intzestrasse 8-10FrankfurtHessen60314DE,1,0,8,7,91,85,Visit the KnappWulf Store,https://www.amazon.de/-/en/stores/KnappWulf/page/D2165880-FFA9-482E-97F2-74BA99DBD9DD?ref_=ast_bln
15-Nov-20,Garden,Seller 153,Seller 153-link,Seller 153-storefrontlink,"1-16 of over 2,000 results",99% positive in the last 12 months (156 ratings),"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Friedel und Wernecke UG (haftungsbeschränkt)
 Rehwiesen 1
 22119 Hamburg
 vertreten durch die Geschäftsführer Ron Wernecke, Tanja Friedel
 Telefon: 04084605742
 E-Mail: mail@knobelbox.com
 USt-IdNr.: DE296224231
 eingetragen im Handelsregister des Amtsgerichtes Hamburg
 Handelsregisternummer HRB 133094
 
 Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar un...",Business Name:Friedel und Wernecke UG,Rehwiesen 1HamburgHamburg22119DE,16,0,0,0,8448,3509,Meffert's,https://www.amazon.de/-/en/Mefferts/b/ref=bl_dp_s_web_19032263031?ie=UTF8&node=19032263031&field-lbr_brands_browse-bin=Meffert%27s
15-Nov-20,Garden,Seller 154,Seller 154-link,Seller 154-storefrontlink,"1-16 of over 2,000 results",78% positive in the last 12 months (59 ratings),KnyLand is committed to providing each customer with the highest standard of customer service.,Business Name:shen zhen shi yuan hao lan mao yi you xian gong si,luo hu qu gui yuan jie dao bao an nan luzhen ye da sha 28-4Bshen zhen shi518000CN,7,20,21,20,9,1,Vommpe,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Vommpe
15-Nov-20,Garden,Seller 155,Seller 155-link,Seller 155-storefrontlink,1-16 of 310 results,94% positive in the last 12 months (123 ratings),"Kobalz GmbH
 Kamenzer Str. 4
 02997 Wittichenau
 Deutschland 
 
 Tel.: 035725-79826
 Fax: 035725-79825
 E-Mail: info@kobalz.de
 Registergericht: Dresden 
 Registernummer: HRB 33296 
 Geschäftsführer: Steffen Kobalz 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE294677856 
 
Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit. 
 ""Klickbarer Link zur OS-Plattform (Streitbeilegung) unter ""Mehr lesen""""

Die Europäis...",Business Name:Kobalz GmbH,Kobalz GmbHKamenzer Str. 4wittichenauSachsen02997DE,16,0,7,5,9265,3008,Visit the Mepal Store,https://www.amazon.de/stores/Mepal/page/A296B2E0-8264-43D0-B41A-70F2C9596C5F?ref_=ast_bln
15-Nov-20,Garden,Seller 156,Seller 156-link,Seller 156-storefrontlink,1-16 of 769 results,96% positive in the last 12 months (54 ratings),"Betreiber der Seite Koch-Mannes Maschinen-Handels-GmbH
 Industriegebiet Hafen
 Felix-Wankel-Straße 3
97526 Sennfeld Schweinfurt
Deutschland

 Telefon: +49 (0) 9721 38895-15
Fax: +49 (0) 9721 38895-39

 Email: shop@koch-mannes.de
 
 Geschäftsführer:
 Rainer Gräf

 Handelsregistereintrag
 Amtsgericht Schweinfurt, HRB 2568

 USt-ID Nr:
DE 134 172 475
 
 Design, Realisierung: 
 netlands edv consulting GmbH 
  
 Comic-Illustrationen: 
 © koch interactive 
  
 Bildnachweise: 
 © koch interactive
 © Timurock - Fotolia.com
© Pavel Timof...",Business Name:Koch Mannes Maschinen-Handels GmbH,Felix Wankel Str3SennfeldBayern97526DE,16,0,0,2,5499,2687,Makita,https://www.amazon.de/-/en/Makita/b/ref=bl_dp_s_web_3200602031?ie=UTF8&node=3200602031&field-lbr_brands_browse-bin=Makita
15-Nov-20,Garden,Seller 157,Seller 157-link,Seller 157-storefrontlink,1-16 of 680 results,100% positive in the last 12 months (28 ratings),"Impressum Gesetzliche Anbieterkennung: Ursula Stillger
 Kochen und Design Stillger e.Kfr.
 Obere Webergasse 44
 65183 Wiesbaden
 Deutschland
 Telefon: 0611-300620
 E-Mail: info@stillger.eu
 USt-IdNr.: DE247434030 Wir sind seit 21.07.2020 Mitglied der Initiative ""FairCommerce"". Nähere Informationen hierzu finden Sie unter  fair-commerce.de. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie d...",Business Name:Kochen und Design Stillger e.Kfr.,Obere Webergasse 44-46WiesbadenHessen65183DE,14,0,0,0,2212,1416,Visit the Römertopf Store,https://www.amazon.de/-/en/stores/Einfach+-+Nat%C3%BCrlich+-+Lecker/page/DCB85F2A-98ED-44FB-AE77-7A1FF151669A?ref_=ast_bln
15-Nov-20,Garden,Seller 158,Seller 158-link,Seller 158-storefrontlink,"1-16 of over 2,000 results",100% positive in the last 12 months (576 ratings),"Wir vertreiben vertreiben hochwertige Kochmesser
von japanischen, deutschen und französischen Herstellern. Kochmesser-Shop ist autorisierter Fachhändler der Marken MaestroWU, Global, Wüsthof, Haiku,
Type 301, Chroma, Kasumi, Global, Güde und Eva Solo.

Kontakt & Impressum
kochmesser-shop.com
Eckard Horn
Angerstraße 16
30851 Langenhagen

Tel.: 0511 - 97 81 96 50
Fax: 0511 - 97 81 96 51
kontakt@kochmesser-shop.com

Steuernr.: 27/118/01912

UST-IdNr.: DE253104450","Business Name:Horn, Eckard",Angerstr. 16Langenhagen30851DE,15,0,0,0,2036,1525,Kay Bojesen,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=pets&field-keywords=Kay+Bojesen+
15-Nov-20,Garden,Seller 159,Seller 159-link,Seller 159-storefrontlink,"1-16 of over 4,000 results",94% positive in the last 12 months (67 ratings),"SL Handels GmbH Geschäftsführer Klaus Schmidt Dorfstraße 88 52538 Gangelt-Niederbusch Deutschland Telefon:02454 - 9028162 Fax:02454-9028163 E-Mail:info@sl-handelsgmbh.de Rechtsform: GmbH Redaktionelle Verantwortung: Klaus Schmidt, Dorfstr. 88, 52538 Gangelt  Handelsregisternummer: Amtsgericht Aachen HRB 13386 Umsatzsteuer-Identifikationsnummer: DE 246900663 Die Mehrwertsteuer wird auf meinen Rechnungen separat ausgewiesen. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegun...",Business Name:SL-Handels GmbH,Dorfstraße88Gangelt52538DE,9,0,4,6,151,151,Contacto,https://www.amazon.de/-/en/Contacto/b/ref=bl_dp_s_web_1711749031?ie=UTF8&node=1711749031&field-lbr_brands_browse-bin=Contacto
15-Nov-20,Garden,Seller 160,Seller 160-link,Seller 160-storefrontlink,1-16 of 59 results,97% positive in the last 12 months (79 ratings),"Impressum Gesetzliche Anbieterkennung: Klaus Koelbl&br; /Fischfuttertreff &br; Ranfelser Str. 19&br; 94579 Zenting&br; Deutschland&br; Telefon: 09907  8729648&br; E-Mail: info@fischfuttertreff.de&br; USt-IdNr.: DE246773716 Alternative Streitbeilegung:&br; Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/consumers/odr. Wir sind seit 20.10.2015 Mitglied der Initiative ""FairCommerce"".&br; Nähere Inf...",Business Name:Koelbl Fischfuttertreff,Ranfelserstraße 19ZentingBayern94579DE,2,0,4,1,54,30,Fischfuttertreff,https://www.amazon.de/-/en/Fischfuttertreff/b/ref=bl_dp_s_web_2083994031?ie=UTF8&node=2083994031&field-lbr_brands_browse-bin=Fischfuttertreff
15-Nov-20,Garden,Seller 161,Seller 161-link,Seller 161-storefrontlink,1-16 of 651 results,98% positive in the last 12 months (303 ratings),"Postanschrift Koi- und Goldfischcenter Schneidewind 
 -Zoologische Fachhandlung- Herr Andreas Schneidewind
 Unterstraße 16a 
 06493 Harzgerode Telefon: +49 (0) 39484 2307
 Telefax: +49 (0) 39484 92999 
 eMail: Shop@koi-schneidewind.de Steuernummer: DE 268660849 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.eu...",Business Name:Koi und Goldfischcenter Schneidewind,Unterstr.16aHarzgerode06493DE,16,7,4,2,677,547,JBL -,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=pets&field-keywords=JBL+-
15-Nov-20,Garden,Seller 162,Seller 162-link,Seller 162-storefrontlink,1-16 of 491 results,93% positive in the last 12 months (188 ratings),"Gesetzliche Anbieterkennung:
 
 Koi-und Bonsaipark Herdecke GmbH
 diese vertreten durch den Geschäftsführer Nicole Gert
 Hochofenstr.16
 58135 Hagen 
 Deutschland
 Telefon:023319231775
 E-Mail: leonhardt@koi-herdecke.de
 USt-IdNr.: DE 267592804 
 WEEE-Reg.-Nr.: DE 49796219
 eingetragen im Handelsregister des Amtsgerichtes Hagen
 Handelsregisternummer HRB 8340
   
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem...",Business Name:Koi-und Bonsaipark Herdecke GmbH,Hochofenstrasse 16HagenNord Rhein Westfalen58135DE,14,11,10,6,1323,1313,Bayrol,https://www.amazon.de/-/en/Bayrol/b/ref=bl_dp_s_web_18238860031?ie=UTF8&node=18238860031&field-lbr_brands_browse-bin=Bayrol
15-Nov-20,Garden,Seller 163,Seller 163-link,Seller 163-storefrontlink,1-16 of 174 results,100% positive in the last 12 months (16 ratings),"Impressum

Gesetzliche Anbieterkennung:

Koiwelt Berlin Günter Repp & Steven Quäschning GbR
 vertreten durch die Gesellschafter: Günter Repp, Steven Quäschning
Pilgramer Str. 38A
 12623 Berlin
 Deutschland
Telefon: 030-5667560

 E-Mail: info@koiwelt-berlin.de
 USt-IdNr.: DE262640807

Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter  „Ihr Europa“ (europa.eu/youreurope/citizens/index_de.htm) .

Wir sind Mitglied der Initiativ...",Business Name:Koiwelt-Berlin Günter Repp & Steven Quäschning GbR,Pilgramer Str. 38ABerlinBerlin12623DE,16,0,0,0,44,27,HiBlow,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=HiBlow
15-Nov-20,Garden,Seller 164,Seller 164-link,Seller 164-storefrontlink,1-16 of 47 results,100% positive lifetime (6 total ratings),"Gesetzliche Anbieterkennung: Koizentrale UG & Co. KG
 Heidestraße 25
 32289 Rödinghausen Fon: 05226/2983
 Fax: 05226/2983
 E-Mail: info@koizentrale.de
 Internet: .koizentrale.de Koizentrale UG & Co. KG wird vertreten durch die persönlich haftende Gesellschafterin:
 Koizentrale UG diese wird vertreten durch den Geschäftsführer: Jürgen Tiemann Registergericht: Amtsgericht Bad Oeynhausen
 Registernummer: HRB 14302 Umsatzsteuer-Identifikationsnummer gemäß § 27a Umsatzsteuergesetz: DE815540491 Alternative S...",Business Name:Koizentrale UG & Co KG,Heidestraße25Rödinghausen32289DE,1,0,0,0,10,5,Takazumi,https://www.amazon.de/-/en/Takazumi/b/ref=bl_dp_s_web_6729449031?ie=UTF8&node=6729449031&field-lbr_brands_browse-bin=Takazumi
15-Nov-20,Garden,Seller 165,Seller 165-link,Seller 165-storefrontlink,1-16 of 198 results,89% positive in the last 12 months (18 ratings),Kölle Zoo is committed to providing each customer with the highest standard of customer service.,Business Name:Kölle-Zoo Holding GmbH,Nippenburg15 + 16Schwieberdingen71701DE,5,0,29,11,14,12,MUKASHI,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=pets&field-keywords=MUKASHI
15-Nov-20,Garden,Seller 166,Seller 166-link,Seller 166-storefrontlink,1-16 of 764 results,94% positive in the last 12 months (1543 ratings),"Pawel Knajp


 Pawel Knajp

 Maxim-Gorki-Str. 5A

 17321 Löcknitz
Deutschland

Tel: 039749/4998012
Fax: 039749/4998019
e-Mail: webshop.knajp@aol.de

Ust-Id-Nr: DE 263086823

 


 Plattform der EU-Kommission zur Online-Streitbeilegung: /ec.europa.eu/consumers/odr
 
Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit.
 


Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/od...",Business Name:Pawel Knajp,Pasewalker Str5Grambow17322DE,15,3,3,5,771,370,KOLOR,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=KOLOR
15-Nov-20,Garden,Seller 167,Seller 167-link,Seller 167-storefrontlink,"1-16 of over 10,000 results",69% positive in the last 12 months (241 ratings),"LongHuaXinQu MinZhiJieDao

DongHuanYiLu XuRiXiaoQu AnJinHeng 7a

ShenZhenShi GuangDong

China 518000

+8613043489975

92440300L88874951K

LIANG XIANG YU",Business Name:ShenZhenShi LongHuaXinQu KeLiLong DianZiShangHang,LongHuaXinQu MinZhiJieDaoDongHuanYiLu XuRiXiaoQu AnJinHeng 7aShenZhenShiGuangDong518000CN,15,43,42,27,97,68,koly-clothes,https://www.amazon.de/-/en/koly-clothes/b/ref=bl_dp_s_web_13868886031?ie=UTF8&node=13868886031&field-lbr_brands_browse-bin=koly-clothes
15-Nov-20,Garden,Seller 168,Seller 168-link,Seller 168-storefrontlink,1-16 of 233 results,97% positive in the last 12 months (147 ratings),"Fa. Konege GmbH & Co. KG
Industriestr. 5
91631 Wettringen
Tel.: 09869/716
Fax: 09869/978383
Email: info@konege.de
www.konege.de
www.derOnline-Shop.de 
www.anhaengernetze.de
www.heunetze.com
UID-Nr.: DE 309698908
HRA 4147
Haftungshinweis: Trotz sorgfältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte externer Links. Für den Inhalt der verlinkten Seiten sind ausschließlich deren Betreiber verantwortlich.
AGB´s auf unserer homepage.
Plattform der EU-Kommission zur außergerichtlichen Onlin...",Business Name:Konege GmbH & Co. KG,Industriestr.5Wettringen91631DE,10,0,5,3,69,64,Sandkastenplane,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Sandkastenplane
15-Nov-20,Garden,Seller 169,Seller 169-link,Seller 169-storefrontlink,1-16 of 63 results,95% positive in the last 12 months (151 ratings),"KONFITEE Naturkost GmbH
 Am Varrenbruch 8
 29690 Schwarmstedt
 Tel. 05071 96682-34
 Fax. 05071 96682-35
 redaktion@konfitee.de
 Geschäftsführer : Waldemar Grossmann
 Registergericht: Amtsgericht Walsrode
 Registernummer: HRB 203666 
 Stammkapital: 25.000 Euro 
 Umsatzsteuer-Identifikationsnummer gem. § 27a UStG: DE283800028
 Inhaltlich Verantwortlicher: (Anschrift s.o.) 
 
 Bio Kontrollstelle : DE-ÖKO-021  Konfitee Naturkost GmbH ist von Grünstempel - Ökoprüfstelle e.V.  (DE-ÖKO-021) zum Verkauf von Bio-Lebe...",Business Name:Konfitee Naturkost GmbH,Am VarrenbruchAm Varrenbruch 8SCHWARMSTEDTNIEDERSACHSEN29690DE,4,0,4,3,223,104,Konfitee,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Konfitee
15-Nov-20,Garden,Seller 170,Seller 170-link,Seller 170-storefrontlink,1-16 of 422 results,100% positive lifetime (2 total ratings),kongtukeer is committed to providing each customer with the highest standard of customer service.,Business Name:xiantukeqiyeyingxiaocehuayouxiangongsi,baqiaoshengtaiquchanglecunyihaodiyidong4danyuan24ceng4-2403haofangxianshishanxisheng710000CN,1,0,0,0,2,1,Tuker,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Tuker
15-Nov-20,Garden,Seller 171,Seller 171-link,Seller 171-storefrontlink,1-16 of 479 results,100% positive in the last 12 months (121 ratings),"Impressum 
 Gesetzliche Anbieterkennung: 
 Peter Kaientz
 Kontur-Pur Onlineversand
 Neuer Weg 35 A
 63571 Gelnhausen
 Deutschland
 Telefon: 06051-8886633
 Telefax: 06051-8886634
 E-Mail: info@kontur-pur.de
 USt-IdNr.: DE 814186617 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/consumers/odr. 
 Wir sind seit 20.01.2017 Mitglied der Initiative ""FairCommerce"".
Nähere Information...",Business Name:Peter Kaientz,Neuer Weg 35 AGelnhausen63571DE,16,0,0,0,46,43,Kött-Gärtner - Business & Motivation,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=K%C3%B6tt-G%C3%A4rtner+-+Business+%26+Motivation
15-Nov-20,Garden,Seller 172,Seller 172-link,Seller 172-storefrontlink,"1-16 of over 6,000 results",81% positive in the last 12 months (78 ratings),Koojawind Store is committed to providing each customer with the highest standard of customer service.,Business Name:GuangZhouShi KeJiaFengShangMaoYouXianGongSi,ingJiJiShuKaiFaQu BaoShiLu 11HaoGaoShenKeJiDaSha DiSanCengDi 321VHaoGuangZhouGuangDong510730CN,15,8,9,19,311,159,Shopping-Kobolde,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=diy&field-keywords=Shopping-Kobolde
15-Nov-20,Garden,Seller 173,Seller 173-link,Seller 173-storefrontlink,1-16 of 444 results,100% positive lifetime (18 total ratings),Kook Shop is committed to providing each customer with the highest standard of customer service.,Business Name:KOOK TIME PRODUCTS S.L.,AVDA CIENTIFIC AVEL.LI CORMA 25 A13MONCOFACASTELLON12593ES,14,0,0,0,9265,3008,Visit the Mepal Store,https://www.amazon.de/-/en/stores/Mepal/page/A296B2E0-8264-43D0-B41A-70F2C9596C5F?ref_=ast_bln
15-Nov-20,Garden,Seller 174,Seller 174-link,Seller 174-storefrontlink,"1-16 of over 1,000 results",92% positive in the last 12 months (26 ratings),"Kooky toys & Baby Kooky ist mit Sitz in Großbritannien. Wir haben seit über 7 Jahren firmiert. Nach der Geburt meines eigenen Kindes, sah ich einen Bedarf für bestimmte Spielwaren & Baby-Waren, die wir liefern. Alle Mitarbeiter hier sind die Eltern und zu verstehen, wie wichtig es die Einzelteile rechtzeitig bestellt, bemühen wir uns um Elemente aussenden schnell und efficeintly, gut verpackt. Bitte erlauben Sie 7-10 Werktage für die Einzelteile, um anzukommen. Bitte zögern Sie nicht, uns zu kon...",Business Name:Baby Kooky Ltd,LACY WATSON 26 GREEK STREETSTOCKPORTCheshireSK3 8ABGB,14,0,20,8,15508,6002,Shimmer and Sparkle,https://www.amazon.de/-/en/Shimmer-and-Sparkle/b/ref=bl_dp_s_web_8625699031?ie=UTF8&node=8625699031&field-lbr_brands_browse-bin=Shimmer+and+Sparkle
15-Nov-20,Garden,Seller 175,Seller 175-link,Seller 175-storefrontlink,"1-16 of over 2,000 results",100% positive lifetime (1 total ratings),Kooutoos is committed to providing each customer with the highest standard of customer service.,Business Name:LouFanXianWangJunJunBaiHuoDian,LouFanXianZhongLianDianZiShangWuYouXianGongSi407ShiTaiYuanShiShanXiSheng033200CN,4,0,0,0,1,0,ZSY,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=ZSY
15-Nov-20,Garden,Seller 176,Seller 176-link,Seller 176-storefrontlink,1-16 of 89 results,89% positive in the last 12 months (46 ratings),"Impressumaquapro2000 GmbHGeschäftsführer: Stefan MarkusRechtsform: GmbHHRB 200856 Amtsgericht StadthagenSt.Nr. 324/5750/1919Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz:
DE258529603 aquapro2000 GmbHSteinberger Strasse 13 C D-31675 BückeburgGermanyTelefon / FaxTel. ++49 (0) 5722 88 88 620Fax: ++49 (0) 5722 88 88 622email:  aquaPro2000@hotmail.de


Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/od...",Business Name:aquapro2000 GmbH,Steinberger Strasse 13cBückeburgNiedersachsen31675DE,16,0,14,9,269,224,Valterra,https://www.amazon.de/-/en/Valterra/b/ref=bl_dp_s_web_4447266031?ie=UTF8&node=4447266031&field-lbr_brands_browse-bin=Valterra
15-Nov-20,Garden,Seller 177,Seller 177-link,Seller 177-storefrontlink,"1-16 of over 1,000 results",94% positive in the last 12 months (489 ratings),"Impressum: Gesetzlicher Anbietererkennung: KOS24 GmbH
 Hengsener Str. 8
 44309 Dortmund Telefon: +49 (0)1719352050
 Email:   kos24@t-online.de KOS24 GmbH wird vertreten durch: Geschäftsführer: Josef Luig Registergericht: Amtsgericht Dortmund Handelsregister - Registernummer: HRB 29935 Umsatzsteuer- Identifikationsnummer gemäß §27a Umsatzsteuergesetz (UStG): DE317700766 Den klickbaren Link zur Online-Streitschlichtungsplattform finden sie unter ""mehr lesen"" Wir sind nicht bereit, an Streitbeilegungs...",Business Name:KOS24 GmbH,Hengsener Straße 8DortmundNRW44309DE,16,0,5,5,1297,900,Martinez Albainox,https://www.amazon.de/-/en/Martinez-Albainox/b/ref=bl_dp_s_web_4404056031?ie=UTF8&node=4404056031&field-lbr_brands_browse-bin=Martinez+Albainox
15-Nov-20,Garden,Seller 178,Seller 178-link,Seller 178-storefrontlink,1-16 of 898 results,97% positive in the last 12 months (141 ratings),"Sie erreichen uns persönlich von:
 Montag bis Freitag von 8.30 bis 18.00 Uhr und am Samstag von 9.00 bis 12.00 Uhr.
 Per E-Mail: info@kotte-zeller.de
 Per Internet: www.kotte-zeller.de
 
 Tel.: 0180 / 5 97 97 98* (*€ 0,14/Min. Tarif Telekom, Mobilfunk max. € 0,42/Min.)
 Telefax: 09223 9450150
 
 Tel.: aus dem Ausland: 0049 9223 9450199 
 Telefax: 0049 9223 9450150 
 
 Web: www.kotte-zeller.de 
 E-Mail: info@kotte-zeller.de
 
 Geschäftsführer: Rainer Kotte
Verantwortlicher im Sinne von § 10 Abs. 3 MDStV Rainer...",Business Name:Kotte & Zeller GmbH,Industriestrasse 4RugendorfBayern95365DE,15,0,3,3,6886,1635,MFH,https://www.amazon.de/-/en/MFH/b/ref=bl_dp_s_web_1683240031?ie=UTF8&node=1683240031&field-lbr_brands_browse-bin=MFH
15-Nov-20,Garden,Seller 179,Seller 179-link,Seller 179-storefrontlink,"1-16 of over 30,000 results",69% positive in the last 12 months (13 ratings),KPJDEUTSCHLAND is committed to providing each customer with the highest standard of customer service.,Business Name:LiuZhouShiKaiFuJinShuCaiLiaoYouXianGongSi,LiuZhouShiJingGangLu3HaoJingYuanHuaYuan1Dong3DanYuan2-4HaoLiuZhouShiGuangXi545005CN,15,25,29,31,93,14,Küchenks,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=K%C3%BCchenks
15-Nov-20,Garden,Seller 180,Seller 180-link,Seller 180-storefrontlink,"1-16 of over 4,000 results",,KQHNY is committed to providing each customer with the highest standard of customer service.,Business Name:hezeshidingtaoquhenghebaihuochaoshi,binhebanshichuhanlingongguandongmennan50miluxihezeshidingtaoqushandongsheng274199CN,2,0,0,0,0,0,WBMKH,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WBMKH
15-Nov-20,Garden,Seller 181,Seller 181-link,Seller 181-storefrontlink,"1-16 of over 1,000 results",90% positive in the last 12 months (10 ratings),"Vollständig abrufbar unter ""Mehr lesen"" KR Agrar GmbH & Co. KG
 Slukefterweg 8
 24955 Harrislee Mail:     info@kr-agrar.de Umsatzsteuer ID: DE330268587 Handelsregisternummer: HRA 10082 Amtsgericht Flensburg vertreten durch die persönlich haftende Gesellschafterin
 KR Verwaltungsgesellschaft mbH
 diese vertreten durch den Geschäftsführer Kai Romanovski Slukefterweg 8, 24955 Harrislee, Deutschland
 eingetragen im Handelsregister des Amtsgerichtes Flensburg, Handelsregisternummer HRB 14195 FL 
Die Europä...",Business Name:KR Agrar GmbH & Co. KG,Slukefterweg 8HarrisleeSH24955DE,2,0,10,10,6,2,ORGATOP,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=diy&field-keywords=ORGATOP
15-Nov-20,Garden,Seller 182,Seller 182-link,Seller 182-storefrontlink,1-16 of 558 results,97% positive in the last 12 months (87 ratings),"Christel Krakow & Sohn GmbH   
Tischlereibedarf
 Steindammer Weg 37
16792 Zehdenick 
Deutschland Groß- und Einzelhandel seit 1993 
Telefon & Beratung: 03307 302790
 Fax:                          03307 3027922  
Öffnungszeiten - Beratung und Lager:Mo. bis Fr. von 8:00 bis 17.00 Uhr  
Geschäftsführer:   Ingo Krakow 
Steuernummer:     053/107/00454 
USt.- ID:                 DE 155222782 
Registergericht:    AG Neuruppin 
Registernummer:  HRB 1849NP











































































































 


Die Europäische Kommission bietet eine Onlineplattform für St...",Business Name:Christel Krakow & Sohn GmbH Tischlereibedarf,Steindammer Weg37Zehdenick16792DE,16,0,0,2,315,133,Original LÖWE,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Original+L%C3%96WE
15-Nov-20,Garden,Seller 183,Seller 183-link,Seller 183-storefrontlink,1-16 of 181 results,100% positive in the last 12 months (47 ratings),"Angaben gemäß § 5 TMG:  KRASATOOLS
 Ein Name der KRASATEC GmbH
 Oberer Bühl 4
 07907 Oettersdorf Vertreten durch die Geschäftsführer: Philip Sachs, Günter Kraus Kontakt: Tel: 03663 4247873
 Fax: 03663 4247872
 Mail: service@krasatools.com Registereintrag: Handelsregister Jena
 Eintragungsnummer: HRB 513967 Umsatzsteuer: Umsatzsteuer-Identifikationsnummer gemäß §27 a Umsatzsteuergesetz: DE815728757   Wir sind Partner von namhaften Herstellern wie Fischer, Dübel, Makita, Dewalt, Flex, Eibenstock, Bosch,...",Business Name:KraSaTec GmbH,Oberer Bühl4Oettersdorf07907DE,15,0,0,0,5499,2644,Makita,https://www.amazon.de/-/en/Makita/b/ref=bl_dp_s_web_3200602031?ie=UTF8&node=3200602031&field-lbr_brands_browse-bin=Makita
